CANDIDATE_ID,CANDIDATE_NAME,AGE,CONSTITUENCY,STATE,PARTY,NO_PENDING_CRIMINAL_CASES,EDUCATION,EARNINGS,STATE_LITERACY_RATE,STATE_SEAT_SHARE,PARTY_GRP_IDX,AGE_GROUP_IDX,EDUCATION_GROUP_IDX,DELTA_STATE_VOTER_TURNOUT,NO_OF_PHASES,RE_CONTEST,SEX,WINNER,TOTAL_VOTES,VOTING_PERCENTAGE
8813,A M ARIFF,54,ALAPPUZHA,KERALA,Communist Party of India  (Marxist),2,Graduate Professional,13048206,0.9391,0.037,3,2,3,0.0373,1,0,M,1,445970,0.4096
10208,A M IZHARUL HAQUE,43,UJIARPUR,BIHAR,Sathi Aur Aapka Faisala Party,0,Post Graduate,854501,0.6382,0.073,1,3,4,0.0181,7,0,M,0,1842,0.0019
7094,A NARAYANASWAMY,62,CHITRADURGA,KARNATAKA,Bharatiya Janata Party,0,Graduate,96197642,0.756,0.051,3,1,3,0.0143,2,0,M,1,626195,0.5026
8470,A NATARAJAN,67,COIMBATORE,TAMIL NADU,Independent,0,5th Pass,7000,0.8033,0.072,1,1,0,-0.0173,1,0,M,0,1370,0.0011
9218,A PRADEEP KUMAR,55,KOZHIKODE,KERALA,Communist Party of India  (Marxist),1,12th Pass,9835469.84,0.9391,0.037,3,2,2,0.0373,1,0,M,0,408219,0.3793
10611,A T DADAKHALANDAR,37,DAVANAGERE,KARNATAKA,Independent,0,10th Pass,109736,0.756,0.051,1,4,1,0.0143,2,0,M,0,2723,0.0023
6472,A. BEEMARAO MILINTHER,34,VELLORE,TAMIL NADU,Independent,0,10th Pass,50000,0.8033,0.072,1,4,1,-0.0173,1,0,M,0,,
7376,A. CHRISTHURAJ,41,BANGALORE CENTRAL,KARNATAKA,Independent,0,10th Pass,316000,0.756,0.051,1,3,1,0.0143,2,0,M,0,475,0.0004
7040,A. DEVADAS,51,BELLARY,KARNATAKA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0,8th Pass,1943531,0.756,0.051,1,2,0,0.0143,2,0,M,0,3833,0.0031
6469,A. HABEEBULLA,44,VELLORE,TAMIL NADU,Desiya Uzhavar Uzhaipalar Kazhagam,0,5th Pass,775500,0.8033,0.072,1,3,0,-0.0173,1,0,M,0,,
6542,A. HAFEEZ A. AZIZ,39,BULDHANA,MAHARASHTRA,Bahujan Samaj Party,0,12th Pass,466769,0.8291,0.088,3,4,2,0.0047,4,0,M,0,6565,0.0059
6282,A. HEMANTH,28,CHITTOOR,ANDHRA PRADESH,Independent,0,5th Pass,50000,0.674,0.046,1,5,0,0.0524,1,0,M,0,2094,0.0016
8013,A. J. PATEL,73,MAHESANA,GUJARAT,Indian National Congress,0,Graduate Professional,602553039.1,0.7931,0.048,3,1,3,0.0045,1,0,M,0,378006,0.3494
8286,A. JAYAMANI,35,CUDDALORE,TAMIL NADU,Independent,0,Graduate Professional,910000,0.8033,0.072,1,4,3,-0.0173,1,0,M,0,574,0.0006
8275,A. MANIKANDAN,43,CUDDALORE,TAMIL NADU,Purvanchal Janta Party (Secular),0,8th Pass,-428250,0.8033,0.072,1,3,0,-0.0173,1,0,M,0,638,0.0006
8284,A. MARIMUTHU,34,CUDDALORE,TAMIL NADU,Independent,0,Graduate Professional,368000,0.8033,0.072,1,4,3,-0.0173,1,0,M,0,635,0.0006
5292,A. RAJA,55,NILGIRIS,TAMIL NADU,Dravida Munnetra Kazhagam,6,Graduate Professional,45289390,0.8033,0.072,2,2,3,-0.0173,1,0,M,1,3257,0.0032
6477,A. VIJAYA KUMAR,64,VELLORE,TAMIL NADU,Independent,0,12th Pass,20750344,0.8033,0.072,1,1,2,-0.0173,1,0,M,0,,
6819,A.A. SABRI,69,CHEVELLA,TELANGANA,Independent,0,12th Pass,2326979,0.665,0.031,1,1,2,-0.0814,1,0,M,0,4514,0.0035
8101,A.ANTONY SESU RAJA,38,SIVAGANGA,TAMIL NADU,Independent,0,10th Pass,992000,0.8033,0.072,1,4,1,-0.0173,1,0,M,0,1191,0.0011
5237,A.C. SHANMUGAM,67,VELLORE,TAMIL NADU,All India Anna Dravida Munnetra Kazhagam,0,Graduate,895327047,0.8033,0.072,2,1,3,-0.0173,1,0,M,0,,
6392,A.G. MOURYA,62,CHENNAI NORTH,TAMIL NADU,Makkal Needhi Maiam,0,Post Graduate,29093000,0.8033,0.072,1,1,4,-0.0173,1,0,M,0,103167,0.108
7157,A.G.PATHIMARAJ,33,PUDUCHERRY,PUDUCHERRY,Bahujan Samaj Party,0,Graduate Professional,217971,0.8655,0.002,3,4,3,-0.0089,1,0,M,0,2689,0.0034
5210,A.J.SHERINE,26,CHENNAI SOUTH,TAMIL NADU,Naam Tamilar Katchi,0,Post Graduate,3466760,0.8033,0.072,1,5,4,-0.0173,1,0,F,0,50222,0.0446
5233,A.K. MOORTHY,55,ARAKKONAM,TAMIL NADU,Pattali Makkal Katchi,6,Post Graduate,38312839,0.8033,0.072,2,2,4,-0.0173,1,0,M,0,343234,0.2914
6355,A.MANIKANDAN,32,TIRUVALLUR,TAMIL NADU,Independent,0,12th Pass,279400,0.8033,0.072,1,4,2,-0.0173,1,0,M,0,3126,0.0022
8640,A.NARESH,29,CHENNAI SOUTH,TAMIL NADU,Tamil Nadu Ilangyar Katchi,0,Graduate Professional,226000,0.8033,0.072,1,5,3,-0.0173,1,0,M,0,1381,0.0012
8115,A.RADHA KRISHNAN,63,SIVAGANGA,TAMIL NADU,Independent,0,12th Pass,-115000,0.8033,0.072,1,1,2,-0.0173,1,0,M,0,905,0.0008
7682,A.RAJU,58,BANGALORE SOUTH,KARNATAKA,Bahujan Samaj Party,0,Graduate,53959000,0.756,0.051,3,2,3,0.0143,2,0,M,0,3864,0.0033
9107,A.SAMPATH,56,ATTINGAL,KERALA,Communist Party of India  (Marxist),0,Doctorate,34837355,0.9391,0.037,3,2,5,0.0373,1,0,M,0,342748,0.3411
5287,A.SENTHILVEL,46,TIRUPPUR,TAMIL NADU,Independent,0,8th Pass,4256700,0.8033,0.072,1,3,0,-0.0173,1,0,M,0,1899,0.0017
8100,A.VELLADURAI,51,SIVAGANGA,TAMIL NADU,Ezhuchi Tamilargal Munnetra Kazhagam,0,8th Pass,2785600,0.8033,0.072,1,2,0,-0.0173,1,0,M,0,2553,0.0024
10016,AADHALRAO SHIVAJI DATTATREY,64,SHIRUR,MAHARASHTRA,Shivsena,10,Others,240267345,0.8291,0.088,2,1,0,0.0047,4,0,M,0,577347,0.4465
8872,AADHI KRISHNAN P,43,KARUR,TAMIL NADU,Bahujan Samaj Party,0,Literate,156582.28,0.8033,0.072,3,3,0,-0.0173,1,0,M,0,3059,0.0028
5452,AADIL,60,HARIDWAR,UTTARAKHAND,Independent,0,Literate,0,0.7963,0.009,1,1,0,-0.0018,1,0,M,0,1319,0.001
13118,AAKASH BIRLA,25,KHANDWA,MADHYA PRADESH,Madhya Pradesh Jan Vikas Party,0,12th Pass,37390,0.7063,0.053,1,5,2,0.0943,4,0,M,0,7759,0.0053
12090,AAKASH KUMAR,27,PURVI CHAMPARAN,BIHAR,Rashtriya Lok Samta Party,0,12th Pass,25867226,0.6382,0.073,2,5,2,0.0181,7,0,M,0,284139,0.2843
10252,AALONE BAXLA,47,LOHARDAGA,JHARKHAND,Independent,0,Graduate,2738947,0.6763,0.026,1,3,3,0.0284,4,0,M,0,2317,0.0028
9429,AAMIN MAMADBHAI SAFIYA,60,JAMNAGAR,GUJARAT,Independent,0,8th Pass,0,0.7931,0.048,1,1,0,0.0045,1,0,M,0,477,0.0005
9418,AANTROLIYA KARABHAI,40,PORBANDAR,GUJARAT,Independent,0,8th Pass,-569600,0.7931,0.048,1,3,0,0.0045,1,0,M,0,780,0.0008
10797,AAPPA AABA LOKARE,48,MADHA,MAHARASHTRA,Bahujan Samaj Party,0,8th Pass,9790000,0.8291,0.088,3,3,0,0.0047,4,0,M,0,6883,0.0057
5819,AARE ELLANNA,53,ADILABAD,TELANGANA,Independent,0,5th Pass,30000,0.665,0.031,1,2,0,-0.0814,1,0,M,0,3019,0.0028
6311,AARE SAYANNA,37,NIZAMABAD,TELANGANA,Independent,0,12th Pass,650000,0.665,0.031,1,4,2,-0.0814,1,0,M,0,851,0.0008
13675,AASHIN U. S.,32,VARANASI,UTTAR PRADESH,Indian Gandhiyan Party,2,12th Pass,326000,0.6972,0.147,1,4,2,0.0121,7,0,M,0,504,0.0005
7478,AASHISH RATRE,60,JANJGIR CHAMPA,CHHATTISGARH,Peoples Party of India (Democratic),0,Post Graduate,0,0.7104,0.02,1,1,4,0.0209,3,0,F,0,6240,0.005
13319,AASHISH S SAXENA,39,NEW DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,Independent,0,Post Graduate,2438000,0.8634,0.013,1,4,4,-0.0537,1,0,M,0,198,0.0002
13020,AASHRAY SHARMA,32,MANDI,HIMACHAL PRADESH,Indian National Congress,0,Others,32237632,0.8378,0.007,3,4,0,0.0595,1,0,M,0,241730,0.2568
7470,AATMA RAM SAHU,37,DURG,CHHATTISGARH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0,Post Graduate,48000,0.7104,0.02,1,4,4,0.0209,3,0,M,0,2221,0.0016
4907,AAYTU RAM MANDAVI,55,BASTAR,CHHATTISGARH,Bahujan Samaj Party,0,8th Pass,547094,0.7104,0.02,3,2,0,0.0209,3,0,M,0,30449,0.0334
9987,ABBAS CHHATRIWALA,43,MUMBAI SOUTH,MAHARASHTRA,Jan Adhikar Party,0,10th Pass,5040147,0.8291,0.088,1,3,1,0.0047,4,0,M,0,528,0.0007
6787,ABDALLAH IBRAHIM,53,SECUNDERABAD,TELANGANA,Independent,0,12th Pass,10238358,0.665,0.031,1,2,2,-0.0814,1,0,M,0,1080,0.0012
6008,ABDUAL RASHID GANIE,44,SRINAGAR,JAMMU AND KASHMIR,Jammu & Kashmir National Panthers Party,0,8th Pass,325000,0.6874,0.011,1,3,0,-0.2033,5,0,M,0,9,0.0042
9773,ABDUL AJIJ,69,DARBHANGA,BIHAR,Independent,2,8th Pass,435000,0.6382,0.073,1,1,0,0.0181,7,0,M,0,2564,0.0027
10777,ABDUL ASIPH,27,KOTA,RAJASTHAN,Independent,0,8th Pass,163000,0.6706,0.046,1,5,0,0.0279,2,0,M,0,1251,0.0009
6792,ABDUL AZEEM,49,SECUNDERABAD,TELANGANA,Independent,0,10th Pass,0,0.665,0.031,1,3,1,-0.0814,1,0,M,0,491,0.0005
7370,ABDUL AZEEZ,46,BANGALORE NORTH,KARNATAKA,Karnataka Pragnyavantha Janatha Party,0,8th Pass,564054,0.756,0.051,1,3,0,0.0143,2,0,M,0,1207,0.0008
5575,ABDUL AZIZ,60,KALIABOR,ASSAM,National People's Party,0,Graduate,0,0.7318,0.026,2,1,3,0.014,3,0,M,0,9903,0.007
9780,ABDUL BARI SIDDIQUI,67,DARBHANGA,BIHAR,Rashtriya Janata Dal,0,12th Pass,20216564,0.6382,0.073,2,1,2,0.0181,7,0,M,0,318689,0.3302
4758,ABDUL BASEETH,30,MAYILADUTHURAI,TAMIL NADU,Independent,0,Graduate,44415,0.8033,0.072,1,4,3,-0.0173,1,0,M,0,371,0.0003
7357,ABDUL BASHEER,71,BANGALORE NORTH,KARNATAKA,Independent,0,10th Pass,-8782000,0.756,0.051,1,1,1,0.0143,2,0,M,0,1192,0.0008
7919,ABDUL HAMEED,42,DAKSHINA KANNADA,KARNATAKA,Independent,0,5th Pass,668000,0.756,0.051,1,3,0,0.0143,2,0,M,0,554,0.0004
13966,ABDUL HANNAN SARDAR,63,BASIRHAT,WEST BENGAL,Independent,0,5th Pass,1067000,0.7708,0.077,1,1,0,-0.0155,7,0,M,0,3433,0.0024
9165,ABDUL JABBAR K K,60,KANNUR,KERALA,SOCIAL DEMOCRATIC PARTY OF INDIA,3,10th Pass,0,0.9391,0.037,1,1,1,0.0373,1,0,M,0,8142,0.0077
6560,ABDUL KADIR MASTAN SAYYED,60,HINGOLI,MAHARASHTRA,Independent,0,8th Pass,0,0.8291,0.088,1,1,0,0.0047,4,0,M,0,1847,0.0016
7346,ABDUL KARIM HASHIMPEER DESAI,61,BANGALORE NORTH,KARNATAKA,Independent,0,Post Graduate,10399316,0.756,0.051,1,1,4,0.0143,2,0,M,0,686,0.0004
8836,ABDUL KHADER,59,ERNAKULAM,KERALA,Samajwadi Forward Bloc,0,8th Pass,3497836,0.9391,0.037,1,2,0,0.0373,1,0,M,0,932,0.001
7958,ABDUL KHADER HAJI,70,LAKSHADWEEP,LAKSHADWEEP,Bharatiya Janata Party,0,5th Pass,38824182,0.9228,0.002,3,1,0,-0.0166,1,0,M,0,125,0.0027
8223,ABDUL KHALEQUE,44,BARPETA,ASSAM,Indian National Congress,0,Post Graduate,4695060,0.7318,0.026,3,3,4,0.014,3,0,M,1,645173,0.4423
6009,ABDUL KHALIQ BHAT,40,SRINAGAR,JAMMU AND KASHMIR,Shivsena,0,8th Pass,5025000,0.6874,0.011,2,3,0,-0.2033,5,0,M,0,2,0.0031
9233,ABDUL MAJEED FAIZY,48,MALAPPURAM,KERALA,SOCIAL DEMOCRATIC PARTY OF INDIA,2,10th Pass,1203908,0.9391,0.037,1,3,1,0.0373,1,0,M,0,19106,0.0185
10612,ABDUL NAZEER SAB,59,DAVANAGERE,KARNATAKA,Independent,0,5th Pass,1548000,0.756,0.051,1,2,0,0.0143,2,0,M,0,987,0.0008
4876,ABDUL QAYOOM WANI,59,BARAMULLA,JAMMU AND KASHMIR,Jammu & Kashmir Peoples Democratic Party,0,Graduate Professional,16083383,0.6874,0.011,2,2,3,-0.2033,5,0,M,0,223,0.1175
10954,ABDUL QAYYUM SIDDIQUI,60,JHALAWAR BARAN,RAJASTHAN,Independent,0,Graduate,0,0.6706,0.046,1,1,3,0.0279,2,0,M,0,3344,0.0024
13444,ABDUL RAHIM MALLIK,52,BANKURA,WEST BENGAL,Independent,0,Literate,977587,0.7708,0.077,1,2,0,-0.0155,7,0,M,0,5819,0.0042
7072,ABDUL RAHMAN,34,UDUPI CHIKMAGALUR,KARNATAKA,Independent,0,8th Pass,-1506000,0.756,0.051,1,4,0,0.0143,2,0,M,0,6017,0.0052
6580,ABDUL RAIS AHMED ABDUL JABBAR,51,NANDED,MAHARASHTRA,Ambedkar National Congress,1,5th Pass,0,0.8291,0.088,1,2,0,0.0047,4,0,M,0,4147,0.0037
10221,ABDUL RAJAK ANSARI,64,CHATRA,JHARKHAND,Sadan Vikas Party,1,Literate,1645000,0.6763,0.026,1,1,0,0.0284,4,0,M,0,3218,0.0035
6007,ABDUL RASHID BANDAY,67,SRINAGAR,JAMMU AND KASHMIR,Independent,0,10th Pass,19255000,0.6874,0.011,1,1,1,-0.2033,5,0,M,0,12,0.0082
9969,ABDUL REHMAN ANJARIA,46,MUMBAI NORTH CENTRAL,MAHARASHTRA,Vanchit Bahujan Aaghadi,0,Doctorate,-709328,0.8291,0.088,1,3,5,0.0047,4,0,M,0,33703,0.0374
9235,ABDUL SALAM,60,MALAPPURAM,KERALA,Independent,0,8th Pass,933000,0.9391,0.037,1,1,0,0.0373,1,0,M,0,923,0.0009
7644,ABDUL SAMAD,62,NANDED,MAHARASHTRA,Samajwadi Party,0,12th Pass,241390,0.8291,0.088,2,1,2,0.0047,4,0,M,0,2475,0.0022
13328,ABDUL TAHIR ANSARI,45,BHOPAL,MADHYA PRADESH,Swarnim Bharat Inquilab,0,Graduate Professional,3269000,0.7063,0.053,1,3,3,0.0943,4,0,M,0,11277,0.008
9511,ABDUL WAHID KHAN,69,ARARIA,BIHAR,Independent,1,10th Pass,1425972,0.6382,0.073,1,1,1,0.0181,7,0,M,0,8168,0.007
6931,ABDUL WARIS,58,KURNOOL,ANDHRA PRADESH,SOCIAL DEMOCRATIC PARTY OF INDIA,4,8th Pass,5110000,0.674,0.046,1,2,0,0.0524,1,0,M,0,7267,0.0061
8125,ABDULBUHARI.K,42,THANJAVUR,TAMIL NADU,Independent,0,10th Pass,130000,0.8033,0.072,1,3,1,-0.0173,1,0,M,0,1244,0.0012
7673,ABDULKARIM DESAI,61,CHIKKBALLAPUR,KARNATAKA,Independent,0,Post Graduate,5499316,0.756,0.051,1,1,4,0.0143,2,0,M,0,832,0.0006
9309,ABDULKUDUS ABDULMAJID MOLAPIYA,44,PATAN,GUJARAT,Independent,0,Literate,756000,0.7931,0.048,1,3,0,0.0045,1,0,M,0,5647,0.005
5957,ABDUR RAHMAN,56,KATIHAR,BIHAR,Peoples Party of India (Democratic),0,12th Pass,236540,0.6382,0.073,1,2,2,0.0181,7,0,M,0,2309,0.0021
7853,ABDUS SADEK SARKAR,40,BALURGHAT,WEST BENGAL,Indian National Congress,4,Graduate Professional,11974500,0.7708,0.077,3,3,3,-0.0155,7,0,M,0,36783,0.0307
10456,ABDUS SATTAR MUJAHED,53,BIDAR,KARNATAKA,Akhil Bharatiya Muslim League (Secular),1,Graduate,2585000,0.756,0.051,1,2,3,0.0143,2,0,M,0,4624,0.0041
13522,ABHA RAI,26,VAISHALI,BIHAR,Independent,0,8th Pass,4716670,0.6382,0.073,1,5,0,0.0181,7,0,F,0,27497,0.0256
10091,ABHAS RAY CHAUDHURI,50,BARDHAMAN DURGAPUR,WEST BENGAL,Communist Party of India  (Marxist),2,Post Graduate,4267888,0.7708,0.077,3,2,4,-0.0155,7,0,M,0,161329,0.1126
12850,ABHAY KUMAR SHARMA,45,VAISHALI,BIHAR,Independent,0,Doctorate,10245902,0.6382,0.073,1,3,5,0.0181,7,0,M,0,8853,0.0082
11276,ABHIJEET KUMAR,59,BHARATPUR,RAJASTHAN,Indian National Congress,0,Graduate Professional,104699513,0.6706,0.046,3,2,3,0.0279,2,0,M,0,389593,0.3397
11326,ABHIJIT KUMAR SINGH,58,MADHUBANI,BIHAR,Independent,1,12th Pass,29146633,0.6382,0.073,1,2,2,0.0181,7,0,M,0,4069,0.0042
7439,ABHIJIT MUKHERJEE,60,JANGIPUR,WEST BENGAL,Indian National Congress,0,Graduate Professional,0,0.7708,0.077,3,1,3,-0.0155,7,0,M,0,255836,0.1961
10531,ABHIJIT SAHA,47,BOLPUR,WEST BENGAL,Indian National Congress,0,Graduate,4082322,0.7708,0.077,3,3,3,-0.0155,7,0,M,0,30112,0.0206
10893,ABHIJIT VAMANRAO AWADE-BICHUKLE,43,SANGLI,MAHARASHTRA,Independent,2,Graduate,441102,0.8291,0.088,1,3,3,0.0047,4,0,M,0,2342,0.002
9458,ABHIJIT WAMANRAO -BICHUKALE,43,SATARA,MAHARASHTRA,Independent,2,Graduate,324408,0.8291,0.088,1,3,3,0.0047,4,0,M,0,2412,0.0022
13475,ABHIMANYU SINGH PATEL,43,ALLAHABAD,UTTAR PRADESH,Pragatishil Samajwadi Party (Lohia),0,Graduate Professional,6794971,0.6972,0.147,1,3,3,0.0121,7,0,M,0,2217,0.0025
13620,ABHIMANYU SINGH SUNNY,28,AZAMGARH,UTTAR PRADESH,Suheldev Bhartiya Samaj Party,0,Post Graduate,446300,0.6972,0.147,1,5,4,0.0121,7,0,M,0,10078,0.0098
13657,ABHIRAM PRIYADARSHI,60,KARAKAT,BIHAR,Independent,0,10th Pass,0,0.6382,0.073,1,1,1,0.0181,7,0,M,0,1074,0.0012
12741,ABHISHEK BANERJEE,31,DIAMOND HARBOUR,WEST BENGAL,All India Trinamool Congress,0,Graduate,13794320,0.7708,0.077,3,4,3,-0.0155,7,0,M,1,791127,0.5615
10329,ABHISHEK BILHORE,25,BALAGHAT,MADHYA PRADESH,Bhartiya Shakti Chetna Party,0,Graduate,2006750,0.7063,0.053,1,5,3,0.0943,4,0,M,0,5922,0.0043
13690,ABHISHEK CHAND,60,GORAKHPUR,UTTAR PRADESH,Suheldev Bhartiya Samaj Party,0,Post Graduate,0,0.6972,0.147,1,1,4,0.0121,7,0,M,0,4319,0.0036
12112,ABHISHEK KUMAR,41,SIWAN,BIHAR,Independent,0,Post Graduate,5082500,0.6382,0.073,1,3,4,0.0181,7,0,M,0,3573,0.0036
10074,ABHISHEK KUMAR SINGH,49,ASANSOL,WEST BENGAL,Shivsena,0,Post Graduate,1893200,0.7708,0.077,2,3,4,-0.0155,7,0,M,0,5761,0.0047
5976,ABHISHEK PRIYADARSHI,37,BHAGALPUR,BIHAR,Independent,0,12th Pass,5639948,0.6382,0.073,1,4,2,0.0181,7,0,M,0,5555,0.0053
11964,ABINASHI MUNDU,35,KHUNTI,JHARKHAND,Hum Bhartiya Party,0,Graduate,1130569,0.6763,0.026,1,4,3,0.0284,4,0,F,0,2373,0.0029
8530,ABIRAMI P,36,VILUPPURAM,TAMIL NADU,Tamil Nadu Ilangyar Katchi,1,Graduate,694700,0.8033,0.072,1,4,3,-0.0173,1,0,F,0,4739,0.0042
7856,ABU HASEM KHAN CHOWDHURY,72,MALDAHA DAKSHIN,WEST BENGAL,Indian National Congress,0,Doctorate,270231413,0.7708,0.077,3,1,5,-0.0155,7,0,M,1,444270,0.3473
7460,ABU HENA S/O - LATE ABDUS SATTAR,69,MURSHIDABAD,WEST BENGAL,Indian National Congress,0,Post Graduate,8021988,0.7708,0.077,3,1,4,-0.0155,7,0,M,0,377929,0.26
9901,ABU HENA S/O - SAZZAD ALI,26,MURSHIDABAD,WEST BENGAL,Independent,0,12th Pass,725512,0.7708,0.077,1,5,2,-0.0155,7,0,M,0,2503,0.0017
8228,ABU TAHER BEPARI,52,DHUBRI,ASSAM,Indian National Congress,1,Post Graduate,35185109,0.7318,0.026,3,2,4,0.014,3,0,M,0,492506,0.2923
7462,ABU TAHER KHAN,57,MURSHIDABAD,WEST BENGAL,All India Trinamool Congress,3,8th Pass,8008616,0.7708,0.077,3,2,0,-0.0155,7,0,M,1,604346,0.4157
13456,ABU UMAIMA,32,SULTANPUR,UTTAR PRADESH,Independent,0,Graduate Professional,2616000,0.6972,0.147,1,4,3,0.0121,7,0,M,0,1577,0.0016
12576,ABUBAKAR RAHMANI,30,MADHUBANI,BIHAR,Independent,0,Post Graduate,757606,0.6382,0.073,1,4,4,0.0181,7,0,M,0,12492,0.013
12876,ABUL KALAM KHAN,44,SHEOHAR,BIHAR,Independent,0,8th Pass,5455000,0.6382,0.073,1,3,0,0.0181,7,0,M,0,6084,0.0061
13959,ABUL KASHEM DHALI,56,BASIRHAT,WEST BENGAL,Bahujan Samaj Party,0,12th Pass,933811,0.7708,0.077,3,2,2,-0.0155,7,0,M,0,4680,0.0033
11018,ABUSALIM ARUNHUQ SHANK,48,MUMBAI NORTH WEST,MAHARASHTRA,Rashtriya Ulama Council,0,10th Pass,264600,0.8291,0.088,1,3,1,0.0047,4,0,M,0,449,0.0005
14105,ABUSHAD,60,GHOSI,UTTAR PRADESH,Akhand Samaj Party,0,Literate,0,0.6972,0.147,1,1,0,0.0121,7,0,M,0,4914,0.0043
11607,ACCHE LAL KUSHAWAHA,63,SATNA,MADHYA PRADESH,Bahujan Samaj Party,2,8th Pass,24100270,0.7063,0.053,3,1,0,0.0943,4,0,M,0,109961,0.0987
11874,ACHARYA PRAMOD KRISHNAM,56,LUCKNOW,UTTAR PRADESH,Indian National Congress,0,Post Graduate,49765383,0.6972,0.147,3,2,4,0.0121,7,0,M,0,180011,0.1612
5403,ACHYUTANANDA SAMANTA,60,KANDHAMAL,ODISHA,Biju Janata Dal,0,Doctorate,0,0.7345,0.039,2,1,5,-0.0073,4,0,M,1,461679,0.4901
6606,AD. KARANDE MANISHA MANOHAR,37,SOLAPUR,MAHARASHTRA,Independent,0,Graduate Professional,20000,0.8291,0.088,1,4,3,0.0047,4,0,F,0,1550,0.0014
5495,AD. VIKRAM UTTAM KASABE,43,SOLAPUR,MAHARASHTRA,Independent,0,Post Graduate,99924,0.8291,0.088,1,3,4,0.0047,4,0,M,0,1474,0.0014
10495,ADAGAL RAJENDRA,43,BAGALKOT,KARNATAKA,Bahujan Mukti Party,0,12th Pass,1008950,0.756,0.051,1,3,2,0.0143,2,0,M,0,645,0.0005
10682,ADAKMOL ROHIDAS RAMESH,41,RAVER,MAHARASHTRA,Ambedkarite Party of India,0,12th Pass,226000,0.8291,0.088,1,3,2,0.0047,4,0,M,0,1679,0.0015
5056,ADALA PRABHAKARA REDDY,70,NELLORE,ANDHRA PRADESH,Yuvajana Sramika Rythu Congress Party,0,12th Pass,2059382109,0.674,0.046,2,1,2,0.0524,1,0,M,1,683830,0.5313
5017,ADARI ANAND KUMAR,43,ANAKAPALLE,ANDHRA PRADESH,Telugu Desam,0,10th Pass,203117170,0.674,0.046,2,3,1,0.0524,1,0,M,0,497034,0.4013
13894,ADESH TYAGI,49,MIRZAPUR,UTTAR PRADESH,Bharat Prabhat Party,0,Graduate,24645000,0.6972,0.147,1,3,3,0.0121,7,0,M,0,7921,0.0071
10894,ADHIK SAMPAT CHANNE,39,SANGLI,MAHARASHTRA,Independent,2,Graduate,665000,0.8291,0.088,1,4,3,0.0047,4,0,M,0,1323,0.0011
4951,ADHIKARY PARESH CHANDRA,66,COOCH BEHAR,WEST BENGAL,All India Trinamool Congress,0,12th Pass,37654184,0.7708,0.077,3,1,2,-0.0155,7,0,M,0,677363,0.4443
10085,ADHIR RANJAN CHOWDHURY,63,BAHARAMPUR,WEST BENGAL,Indian National Congress,7,10th Pass,92808453,0.7708,0.077,3,1,1,-0.0155,7,0,M,1,591106,0.4547
5049,ADINARAYANA INTY,67,NANDYAL,ANDHRA PRADESH,Bharatiya Janata Party,1,Post Graduate,29406743,0.674,0.046,3,1,4,0.0524,1,0,M,0,9066,0.007
4688,ADIRAJU YEDLA,52,VIZIANAGARAM,ANDHRA PRADESH,Indian National Congress,0,Post Graduate,44125124,0.674,0.046,3,2,4,0.0524,1,0,M,0,15725,0.0129
12709,ADITI,25,NORTH WEST DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,Independent,1,Graduate,18505,0.8634,0.013,1,5,3,-0.0537,1,0,F,0,1464,0.001
12328,ADITYA KUMAR NAVEEN,34,SOUTH DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,Hum Bhartiya Party,0,12th Pass,2044023,0.8634,0.013,1,4,2,-0.0537,1,0,M,0,3892,0.0032
5622,ADITYA PRADHAN,40,NAWADA,BIHAR,Peoples Party of India (Democratic),0,Post Graduate,3243545,0.6382,0.073,1,3,4,0.0181,7,0,M,0,4781,0.0051
6312,ADMALA MAHIPAL REDDY,36,NIZAMABAD,TELANGANA,Independent,0,12th Pass,1520000,0.665,0.031,1,4,2,-0.0814,1,0,M,0,497,0.0005
9108,ADOOR PRAKASH,63,ATTINGAL,KERALA,Indian National Congress,7,Graduate Professional,116475927,0.9391,0.037,3,1,3,0.0373,1,0,M,1,380995,0.3791
9061,ADV NARENDRA SAWAIKAR,52,SOUTH GOA,GOA,Bharatiya Janata Party,0,Graduate Professional,14526550,0.874,0.004,3,2,3,-0.0208,1,0,M,0,191806,0.4518
11130,ADV. AMOLIK GOVIND BABURAO,67,SHIRDI,MAHARASHTRA,Independent,0,Graduate Professional,2019200,0.8291,0.088,1,1,3,0.0047,4,0,M,0,1488,0.0014
10355,ADV. BASHEER ALADY,45,KASARAGOD,KERALA,Bahujan Samaj Party,0,Post Graduate,1438476,0.9391,0.037,3,3,4,0.0373,1,0,M,0,1910,0.0017
4711,ADV. BHASKAR MAROTRAO NEWARE,43,WARDHA,MAHARASHTRA,Independent,0,Post Graduate,135345,0.8291,0.088,1,3,4,0.0047,4,0,M,0,2619,0.0024
9799,ADV. K. C. PADAVI,61,NANDURBAR,MAHARASHTRA,Indian National Congress,0,Post Graduate,41998134.79,0.8291,0.088,3,1,4,0.0047,4,0,M,0,543507,0.424
