CANDIDATE_ID,CANDIDATE_NAME,AGE,CONSTITUENCY,STATE,PARTY,NO_PENDING_CRIMINAL_CASES,EDUCATION,EARNINGS,STATE_LITERACY_RATE,STATE_SEAT_SHARE,PARTY_GRP_IDX,AGE_GROUP_IDX,EDUCATION_GROUP_IDX,DELTA_STATE_VOTER_TURNOUT,NO_OF_PHASES,RE_CONTEST,SEX,WINNER,TOTAL_VOTES,VOTING_PERCENTAGE
9116,MANOJ M,30,ATTINGAL,KERALA,Independent,0,10th Pass,69850,0.9391,0.037,1,4,1,0.0373,1,0,M,0,1004,0.001
9379,MANOJ PREMCHAND GUPTA,35,AHMEDABAD EAST,GUJARAT,Sarvodaya Bharat Party,0,8th Pass,2325000,0.7931,0.048,1,4,0,0.0045,1,0,M,0,604,0.0005
11237,MANOJ RAJORIA,60,KARAULI DHOLPUR,RAJASTHAN,Bharatiya Janata Party,0,Post Graduate,0,0.6706,0.046,3,1,4,0.0279,2,0,M,1,526443,0.5275
6153,MANOJ RANA,48,BAGHPAT,UTTAR PRADESH,Akhil Bhartiya Lok Dal,0,10th Pass,16405000,0.6972,0.147,1,3,1,0.0121,7,0,M,0,503,0.0005
7392,MANOJ SHARMA,60,GAUHATI,ASSAM,All India Trinamool Congress,5,10th Pass,0,0.7318,0.026,3,1,1,0.014,3,0,M,0,10141,0.0057
13855,MANOJ SINGH KUSHVAHA,60,KARAKAT,BIHAR,Jai Prakash Janata Dal,3,Graduate Professional,0,0.6382,0.073,1,1,3,0.0181,7,0,M,0,3984,0.0046
12953,MANOJ SINHA,60,GHAZIPUR,UTTAR PRADESH,Bharatiya Janata Party,0,Graduate Professional,0,0.6972,0.147,3,1,3,0.0121,7,0,M,0,446690,0.404
12699,MANOJ TIWARI,48,NORTH EAST DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,Bharatiya Janata Party,3,Post Graduate,229198276,0.8634,0.013,3,3,4,-0.0537,1,0,M,1,787799,0.539
12829,MANOJ TIWARI,39,PURVI CHAMPARAN,BIHAR,Independent,0,10th Pass,1464000,0.6382,0.073,1,4,1,0.0181,7,0,M,0,1840,0.0018
7895,MANOJ VIKAT,45,BAREILLY,UTTAR PRADESH,Bahujan Nyay Dal,1,12th Pass,121000,0.6972,0.147,1,3,2,0.0121,7,0,M,0,681,0.0006
13061,MANOJ YADAV,38,ARRAH,BIHAR,Bahujan Samaj Party,0,Graduate,13998292,0.6382,0.073,3,4,3,0.0181,7,0,M,0,10778,0.01
9877,MANOJKUMAR JAYPRAKASH SINGH,36,MUMBAI NORTH,MAHARASHTRA,Bahujan Samaj Party,0,12th Pass,976158,0.8291,0.088,3,4,2,0.0047,4,0,M,0,3925,0.004
12046,MANORAJ DWIVEDI,41,SATNA,MADHYA PRADESH,Janata Congress,0,10th Pass,4755000,0.7063,0.053,1,3,1,0.0943,4,0,M,0,1482,0.0013
8508,MANSUKHBHAI VASAVA,61,BHARUCH,GUJARAT,Bharatiya Janata Party,0,Post Graduate,6835957,0.7931,0.048,3,1,4,0.0045,1,0,M,1,637795,0.5547
10175,MANTESH KUMAR,40,SAMASTIPUR,BIHAR,Bahujan Samaj Party,0,Graduate,2520500,0.6382,0.073,3,3,3,0.0181,7,0,M,0,11718,0.0115
12892,MANTOSH KUMAR MANDAL,72,DHANBAD,JHARKHAND,Amra Bangalee,0,Post Graduate,4693000,0.6763,0.026,1,1,4,0.0284,4,0,M,0,1635,0.0013
14195,MANTU KUMAR,37,PATALIPUTRA,BIHAR,Independent,0,Literate,194000,0.6382,0.073,1,4,0,0.0181,7,0,M,0,770,0.0007
11995,MANU SINGH MARAVI,49,DAMOH,MADHYA PRADESH,Gondvana Gantantra Party,0,5th Pass,3211930,0.7063,0.053,1,3,0,0.0943,4,0,M,0,3509,0.003
11996,MANVENDRA SINGH,27,DAMOH,MADHYA PRADESH,Hindusthan Nirman Dal,0,12th Pass,2515000,0.7063,0.053,1,5,2,0.0943,4,0,M,0,1510,0.0013
9603,MANVENDRA SINGH,55,BARMER,RAJASTHAN,Indian National Congress,0,Post Graduate,45063664,0.6706,0.046,3,2,4,0.0279,2,0,M,0,522718,0.3675
13615,MANWINDER SINGH,44,FATEHGARH SAHIB,PUNJAB,Lok Insaaf Party,0,Post Graduate,3209481,0.7668,0.024,1,3,4,-0.0592,1,0,M,0,142274,0.1443
7405,MANZOOR AHMAD KHAN,47,ANANTNAG,JAMMU AND KASHMIR,Independent,1,8th Pass,40000,0.6874,0.011,1,3,0,-0.2033,5,0,M,0,7,0.0048
6567,MAQBUL AHMED A.HABIB,60,HINGOLI,MAHARASHTRA,Independent,0,8th Pass,0,0.8291,0.088,1,1,0,0.0047,4,0,M,0,2077,0.0018
10416,MARADAGI VEERAPPA GURUSHANTAPPA,46,DHARWAD,KARNATAKA,Independent,0,12th Pass,5650000,0.756,0.051,1,3,2,0.0143,2,0,M,0,4081,0.0034
8588,MARAGADAM M,60,KANCHEEPURAM,TAMIL NADU,Independent,0,Illiterate,0,0.8033,0.072,1,1,0,-0.0173,1,0,F,0,1640,0.0013
5226,MARAGATHAM K,60,KANCHEEPURAM,TAMIL NADU,All India Anna Dravida Munnetra Kazhagam,0,Post Graduate,0,0.8033,0.072,2,1,4,-0.0173,1,0,F,0,397372,0.3211
8029,MARAKATHA RAGHAVA RAJ T.,63,THOOTHUKKUDI,TAMIL NADU,Independent,0,Illiterate,1000,0.8033,0.072,1,1,0,-0.0173,1,0,M,0,428,0.0004
6910,MARAM SRINIVASA REDDY,27,ONGOLE,ANDHRA PRADESH,Praja Shanthi Party,0,Post Graduate,52197,0.674,0.046,1,5,4,0.0524,1,0,M,0,3258,0.0024
4855,MARAM VENKAT REDDY,48,NALGONDA,TELANGANA,Independent,0,10th Pass,1300000,0.665,0.031,1,3,1,-0.0814,1,0,M,0,8585,0.0073
5956,MARANG HANSDA,39,KATIHAR,BIHAR,Bahujan Mukti Party,0,Others,180000,0.6382,0.073,1,4,0,0.0181,7,0,M,0,6247,0.0056
6980,MARASKOLHE BHOJRAJ ISULAL,47,BHANDARA GONDIYA,MAHARASHTRA,Bhartiya Shakti Chetna Party,0,8th Pass,820000,0.8291,0.088,1,3,0,0.0047,4,0,M,0,905,0.0007
4727,MARGANI BHARAT RAM,36,RAJAHMUNDRY,ANDHRA PRADESH,Yuvajana Sramika Rythu Congress Party,2,Graduate,438765228,0.674,0.046,2,4,3,0.0524,1,0,M,1,582024,0.4655
6760,MARK BABU,33,ZAHIRABAD,TELANGANA,India Praja Bandhu Party,1,Post Graduate,423254,0.665,0.031,1,4,4,-0.0814,1,0,M,0,1573,0.0015
6566,MAROTRAO KANHOBARAO HUKKE PATIL,60,HINGOLI,MAHARASHTRA,Independent,0,Graduate Professional,0,0.8291,0.088,1,1,3,0.0047,4,0,M,0,3618,0.0031
12490,MARPHAT ALI KHAN,52,TAMLUK,WEST BENGAL,Independent,0,Literate,230500,0.7708,0.077,1,2,0,-0.0155,7,0,M,0,4750,0.0033
6854,MARRI. NEHEMIAH,64,NALGONDA,TELANGANA,Independent,0,12th Pass,770000,0.665,0.031,1,1,2,-0.0814,1,0,M,0,1046,0.0009
6668,MARU JANARDHAN,37,NIZAMABAD,TELANGANA,Independent,0,10th Pass,1430000,0.665,0.031,1,4,1,-0.0814,1,0,M,0,201,0.0002
8973,MARU MANISHA BHARAT,60,KACHCHH,GUJARAT,Independent,0,5th Pass,0,0.7931,0.048,1,1,0,0.0045,1,0,F,0,4984,0.0049
8760,MARUTI RAMCHANDRA JOSHI,74,RATNAGIRI -SINDHUDURG,MAHARASHTRA,Vanchit Bahujan Aaghadi,0,8th Pass,3493826,0.8291,0.088,1,1,0,0.0047,4,0,M,0,30882,0.0343
8743,MARUTI SHIVRAM KESKAR,63,MADHA,MAHARASHTRA,Bahujan Azad Party,1,Graduate Professional,6730000,0.8291,0.088,1,1,3,0.0047,4,0,M,0,6607,0.0054
10575,MARUTI SIDDAPPA CHOUGULE,51,BELGAUM,KARNATAKA,Independent,0,10th Pass,2980500,0.756,0.051,1,2,1,0.0143,2,0,M,0,613,0.0005
12995,MARY NISHA HANSDAK,35,RAJMAHAL,JHARKHAND,Bahujan Mukti Party,0,12th Pass,603000,0.6763,0.026,1,4,2,0.0284,4,0,F,0,2948,0.0028
13231,MASTER RAMESH KHATRI LAMBARDAR,58,SONIPAT,HARYANA,Independent,1,Graduate Professional,44966000,0.7664,0.018,1,2,3,-0.0311,1,0,M,0,1701,0.0015
13481,MASTRAM KORI,49,AMBEDKAR NAGAR,UTTAR PRADESH,Swatantra Jantaraj Party,0,12th Pass,781000,0.6972,0.147,1,3,2,0.0121,7,0,M,0,1959,0.0018
7172,MATHAN SINGH MARKAM,60,KANKER,CHHATTISGARH,Bhartiya Shakti Chetna Party,0,Post Graduate,0,0.7104,0.02,1,1,4,0.0209,3,0,M,0,5586,0.0048
6246,MATHE BOBBY,29,ELURU,ANDHRA PRADESH,Republican Party of India (A),0,12th Pass,10000,0.674,0.046,1,5,2,0.0524,1,0,M,0,1879,0.0014
13411,MATHEWS,63,SOUTH DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,Bhartiya Insan Party,0,Graduate,592000,0.8634,0.013,1,1,3,-0.0537,1,0,M,0,1139,0.0009
5346,MATHIVANAN.S.S,32,TENKASI,TAMIL NADU,Naam Tamilar Katchi,3,12th Pass,42385,0.8033,0.072,1,4,2,-0.0173,1,0,M,0,59445,0.0558
13457,MATHURA,45,SULTANPUR,UTTAR PRADESH,Independent,0,12th Pass,1687899,0.6972,0.147,1,3,2,0.0121,7,0,M,0,2226,0.0022
9072,MATIAR RAHMAN,35,BARPETA,ASSAM,The National Road Map Party of India,0,10th Pass,503696,0.7318,0.026,1,4,1,0.014,3,0,M,0,3973,0.0027
5502,MATLOOB AHMAD,43,AMROHA,UTTAR PRADESH,Pragatishil Samajwadi Party (Lohia),1,8th Pass,6219412,0.6972,0.147,1,3,0,0.0121,7,0,M,0,954,0.0008
6179,MATTA SATISH CHAKRAVARTHY,37,SRIKAKULAM,ANDHRA PRADESH,Pyramid Party of India,0,Post Graduate,1440057,0.674,0.046,1,4,4,0.0524,1,0,M,0,1448,0.0013
7261,MAULAPPA,41,BIDAR,KARNATAKA,Independent,0,Graduate Professional,1910000,0.756,0.051,1,3,3,0.0143,2,0,M,0,2027,0.0018
10464,MAULASAB,63,BIDAR,KARNATAKA,Independent,0,Post Graduate,1552000,0.756,0.051,1,1,4,0.0143,2,0,M,0,4634,0.0041
8256,MAUSAM NOOR,39,MALDAHA UTTAR,WEST BENGAL,All India Trinamool Congress,2,Graduate Professional,14399787,0.7708,0.077,3,4,3,-0.0155,7,0,F,0,425236,0.3139
7084,MAXIM PINTO,55,DAKSHINA KANNADA,KARNATAKA,Independent,0,10th Pass,9080000,0.756,0.051,1,2,1,0.0143,2,0,M,0,908,0.0007
7509,MAYA PRAJAPATI,40,SURGUJA,CHHATTISGARH,Bahujan Samaj Party,0,Post Graduate,7849844,0.7104,0.02,3,3,4,0.0209,3,0,F,0,18534,0.0145
8076,MAYALAGAN N,34,MADURAI,TAMIL NADU,Tamil Nadu Ilangyar Katchi,0,10th Pass,265000,0.8033,0.072,1,4,1,-0.0173,1,0,M,0,955,0.0009
7588,MAYILAMPARAI MARI A,60,KALLAKURICHI,TAMIL NADU,Independent,0,Illiterate,0,0.8033,0.072,1,1,0,-0.0173,1,0,M,0,1151,0.001
9066,MAYUR KHANCONKAR,28,SOUTH GOA,GOA,Independent,0,Graduate,1240000,0.874,0.004,1,5,3,-0.0208,1,0,M,0,1705,0.004
9335,MAYURSINH VANRAJSINH ZALA,27,SABARKANTHA,GUJARAT,Rashtra Vikas Zumbes Party,0,12th Pass,674667,0.7931,0.048,1,5,2,0.0045,1,0,M,0,1290,0.0011
5383,MD AKHTAR ALI,37,PURNIA,BIHAR,Independent,0,Literate,20524,0.6382,0.073,1,4,0,0.0181,7,0,M,0,1404,0.0012
13389,MD AKRAM,34,NORTH EAST DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,Independent,0,Graduate Professional,330057,0.8634,0.013,1,4,3,-0.0537,1,0,M,0,805,0.0006
5595,MD AMBAZ UDDIN,51,LAKHIMPUR,ASSAM,Independent,0,10th Pass,100000,0.7318,0.026,1,2,1,0.014,3,0,M,0,3890,0.003
7458,MD HABIBUR RAHAMAN,61,MURSHIDABAD,WEST BENGAL,Jamat-E-Seratul Mustakim,0,Post Graduate,5598091,0.7708,0.077,1,1,4,-0.0155,7,0,M,0,2839,0.002
14008,MD IMTIAZ KHAN,45,KOLKATA UTTAR,WEST BENGAL,Bharat Prabhat Party,0,12th Pass,3394996,0.7708,0.077,1,3,2,-0.0155,7,0,M,0,418,0.0004
11666,MD MAHBOOB ALAM,52,KODARMA,JHARKHAND,Independent,0,Literate,1842000,0.6763,0.026,1,2,0,0.0284,4,0,M,0,9421,0.0078
8162,MD MATIN,31,ARARIA,BIHAR,Independent,1,Literate,602510,0.6382,0.073,1,4,0,0.0181,7,0,M,0,1369,0.0012
10460,MD MERAJUDDIN,34,BIDAR,KARNATAKA,Bahujan Maha Party,0,8th Pass,130800,0.756,0.051,1,4,0,0.0143,2,0,M,0,1000,0.0009
9514,MD MINHAZ ALAM,33,ARARIA,BIHAR,Independent,0,10th Pass,1110500,0.6382,0.073,1,4,1,0.0181,7,0,M,0,1949,0.0017
8255,MD MOAZZEM HOSSAIN,63,MALDAHA DAKSHIN,WEST BENGAL,All India Trinamool Congress,0,Graduate Professional,13573609,0.7708,0.077,3,1,3,-0.0155,7,0,M,0,351353,0.2747
9512,MD MOBINUL HAQUE,46,ARARIA,BIHAR,Independent,0,Post Graduate,572000,0.6382,0.073,1,3,4,0.0181,7,0,M,0,3037,0.0026
11355,MD MUBARAK,60,HAZARIBAGH,JHARKHAND,Janata Congress,0,Literate,0,0.6763,0.026,1,1,0,0.0284,4,0,M,0,1802,0.0017
10073,MD ZAHIR ALAM,62,ASANSOL,WEST BENGAL,Bahujan Mukti Party,0,Post Graduate,1748,0.7708,0.077,1,1,4,-0.0155,7,0,M,0,12677,0.0102
4668,MD. ABDUL AZEEZ KHAN,57,MAHBUBNAGAR,TELANGANA,Independent,0,Graduate Professional,5334000,0.665,0.031,1,2,3,-0.0814,1,0,M,0,1499,0.0015
9193,MD. AFROJ ALAM,29,SUPAUL,BIHAR,Independent,0,12th Pass,1452300,0.6382,0.073,1,5,2,0.0181,7,0,M,0,1949,0.0017
11551,MD. ALAM,44,BARRACKPUR,WEST BENGAL,Indian National Congress,0,8th Pass,2809421,0.7708,0.077,3,3,0,-0.0155,7,0,M,0,15816,0.0143
10191,MD. ANWAR,42,UJIARPUR,BIHAR,Independent,1,10th Pass,2424663,0.6382,0.073,1,3,1,0.0181,7,0,M,0,13934,0.0144
7862,MD. DULAL HOQUE,40,MALDAHA UTTAR,WEST BENGAL,Independent,0,12th Pass,78899,0.7708,0.077,1,3,2,-0.0155,7,0,M,0,5534,0.0041
10080,MD. EZARUDDIN,79,BAHARAMPUR,WEST BENGAL,Jamat-E-Seratul Mustakim,0,Post Graduate,527866,0.7708,0.077,1,1,4,-0.0155,7,0,M,0,3046,0.0023
12743,MD. GORIBULLA MOLLA,43,DIAMOND HARBOUR,WEST BENGAL,Bahujan Samaj Party,0,10th Pass,1192900,0.7708,0.077,3,3,1,-0.0155,7,0,M,0,2911,0.0021
5573,MD. HARIQUL ISLAM BHUYAN,60,KALIABOR,ASSAM,Asom Jana Morcha,0,Graduate Professional,0,0.7318,0.026,1,1,3,0.014,3,0,M,0,5270,0.0037
6069,MD. ILIYASH KHAN,60,INNER MANIPUR,MANIPUR,Independent,0,12th Pass,0,0.7985,0.004,1,1,2,0.03,2,0,M,0,492,0.0006
13329,MD. IQBAL KHAN,35,BHOPAL,MADHYA PRADESH,Smart Indians Party,0,12th Pass,61700,0.7063,0.053,1,4,2,0.0943,4,0,M,0,844,0.0006
9902,MD. JALALUDDIN MONDAL,59,MURSHIDABAD,WEST BENGAL,Independent,0,Post Graduate,8070000,0.7708,0.077,1,2,4,-0.0155,7,0,M,0,4040,0.0028
13059,MD. KALIMULLAH,46,PATALIPUTRA,BIHAR,Bahujan Samaj Party,0,Graduate,3940883,0.6382,0.073,3,3,3,0.0181,7,0,M,0,14045,0.013
12573,MD. KHALIQUE ANSARI,26,MADHUBANI,BIHAR,Pragatishil Samajwadi Party (Lohia),0,8th Pass,1120000,0.6382,0.073,1,5,0,0.0181,7,0,M,0,2726,0.0028
11168,MD. MOIN UDDIN AHMAD,60,HAZARIBAGH,JHARKHAND,Independent,1,Graduate,0,0.6763,0.026,1,1,3,0.0284,4,0,M,0,15660,0.0145
9781,MD. MUKHTAR,54,DARBHANGA,BIHAR,Bahujan Samaj Party,1,Literate,7641074,0.6382,0.073,3,2,0,0.0181,7,0,M,0,11255,0.0117
6000,MD. MUKHTAR ALAM,32,BANKA,BIHAR,Independent,0,8th Pass,1737000,0.6382,0.073,1,4,0,0.0181,7,0,M,0,5786,0.0058
5585,MD. NURUL HUDA IMDADUL ISLAM SAIKIA,51,DIBRUGARH,ASSAM,Independent,0,Graduate,7040179,0.7318,0.026,1,2,3,0.014,3,0,M,0,5599,0.0055
5117,MD. RAFIQUE ALAM,50,BANKA,BIHAR,Bahujan Samaj Party,1,Graduate,16764858,0.6382,0.073,3,2,3,0.0181,7,0,M,0,11960,0.012
10108,MD. REZAUL KARIM,54,BIRBHUM,WEST BENGAL,Communist Party of India  (Marxist),0,Doctorate,10282467.28,0.7708,0.077,3,2,5,-0.0155,7,0,M,0,96763,0.0668
7238,MD. SAHAJAN BADSHA,34,RAIGANJ,WEST BENGAL,Independent,0,Others,57678,0.7708,0.077,1,4,0,-0.0155,7,0,M,0,5054,0.004
7231,MD. SALIM,61,RAIGANJ,WEST BENGAL,Communist Party of India  (Marxist),1,Post Graduate,9070296,0.7708,0.077,3,1,4,-0.0155,7,0,M,0,182035,0.1425
7436,MD. SAMIRUDDIN,60,JANGIPUR,WEST BENGAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0,Graduate,0,0.7708,0.077,1,1,3,-0.0155,7,0,M,0,3857,0.003
11198,MD. SHANAWAZ,60,HOWRAH,WEST BENGAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0,Post Graduate,0,0.7708,0.077,1,1,4,-0.0155,7,0,M,0,1120,0.0009
11193,MD. SHYEAD AHAMED,55,BARRACKPUR,WEST BENGAL,Independent,0,Literate,3917000,0.7708,0.077,1,2,0,-0.0155,7,0,M,0,2984,0.0027
13963,MD. TABAROK HOSSAIN MOLLA,28,BASIRHAT,WEST BENGAL,All India Labour Party,0,Graduate,611356,0.7708,0.077,1,5,3,-0.0155,7,0,M,0,2707,0.0019
7435,MD. TAIEDUL ISLAM,60,JANGIPUR,WEST BENGAL,SOCIAL DEMOCRATIC PARTY OF INDIA,0,Graduate,0,0.7708,0.077,1,1,3,-0.0155,7,0,M,0,11696,0.009
9789,MD. TANWEER HASSAN,59,BEGUSARAI,BIHAR,Rashtriya Janata Dal,1,Doctorate,14037136,0.6382,0.073,2,2,5,0.0181,7,0,M,0,198233,0.1617
14181,MD. TAUFIQUE AHMAD,36,PATALIPUTRA,BIHAR,Voters Party International,0,Literate,56622,0.6382,0.073,1,4,0,0.0181,7,0,M,0,3857,0.0036
7438,MD. ZULFIKAR ALI,60,JANGIPUR,WEST BENGAL,Communist Party of India  (Marxist),0,Post Graduate,0,0.7708,0.077,3,1,4,-0.0155,7,0,M,0,95501,0.0732
6975,MEDA MALLA REDDY,68,NELLORE,ANDHRA PRADESH,Independent,0,5th Pass,1640000,0.674,0.046,1,1,0,0.0524,1,0,M,0,598,0.0005
4680,MEDA SRINIVASA RAO,50,RAJAHMUNDRY,ANDHRA PRADESH,Rashtriya Praja Congress (Secular),2,Post Graduate,35430000,0.674,0.046,1,2,4,0.0524,1,0,M,0,996,0.0008
6229,MEDAPATI VARAHALA REDDY,44,NARSAPURAM,ANDHRA PRADESH,Independent,0,10th Pass,25380000,0.674,0.046,1,3,1,0.0524,1,0,M,0,2684,0.0023
7302,MEDIHALA CHALAVADI M CHANDRASHEKAR,41,KOLAR,KARNATAKA,Independent,0,12th Pass,1010000,0.756,0.051,1,3,2,0.0143,2,0,M,0,1454,0.0012
6669,MEDIPALLI SHEKAR REDDY,30,NIZAMABAD,TELANGANA,Independent,0,10th Pass,1012000,0.665,0.031,1,4,1,-0.0814,1,0,M,0,703,0.0007
6212,MEDISETTI VIJAYA KUMAR,60,KAKINADA,ANDHRA PRADESH,Independent,8,12th Pass,0,0.674,0.046,1,1,2,0.0524,1,0,M,0,2051,0.0017
11593,MEENA RAIKWAR,44,KHAJURAHO,MADHYA PRADESH,Independent,0,10th Pass,2949556,0.7063,0.053,1,3,1,0.0943,4,0,F,0,12450,0.0099
12704,MEENAKASHI LEKHI,51,NEW DELHI,NATIONAL CAPITAL TERRITORY OF DELHI,Bharatiya Janata Party,0,Graduate Professional,353503311,0.8634,0.013,3,2,3,-0.0537,1,0,F,1,504206,0.5477
6024,MEENAKSHI,34,UDHAMPUR,JAMMU AND KASHMIR,Shivsena,0,Graduate,2135000,0.6874,0.011,2,4,3,-0.2033,5,0,F,0,86,0.0014
13932,MEENAKSHI CHOUHAN,44,MANDSOUR,MADHYA PRADESH,National Womens Party,0,Graduate,-18895,0.7063,0.053,1,3,3,0.0943,4,0,F,0,1748,0.0013
11967,MEENAKSHI MUNDA,40,KHUNTI,JHARKHAND,Independent,0,Doctorate,12626544,0.6763,0.026,1,3,5,0.0284,4,0,F,0,10989,0.0132
13098,MEENAKSHI NATARAJAN,45,MANDSOUR,MADHYA PRADESH,Indian National Congress,0,Post Graduate,6759260,0.7063,0.053,3,3,4,0.0943,4,0,F,0,471052,0.3437
11804,MEERA DEVI,26,BANDA,UTTAR PRADESH,Swatantra Jantaraj Party,0,Graduate,80000,0.6972,0.147,1,5,3,0.0121,7,0,F,0,6545,0.0063
10565,MEERA SINGH,47,SHAHDOL,MADHYA PRADESH,Chhattisgarh Vikas Ganga Rashtriya Party,0,5th Pass,225000,0.7063,0.053,1,3,0,0.0943,4,0,F,0,3353,0.0027
10643,MEERSHYAM LILHARE LODHI,47,BALAGHAT,MADHYA PRADESH,Independent,0,Post Graduate,2495312,0.7063,0.053,1,3,4,0.0943,4,0,M,0,2320,0.0017
4840,MEESALA GOPAL SAI BABA,49,SECUNDERABAD,TELANGANA,Independent,0,Graduate Professional,5874500,0.665,0.031,1,3,3,-0.0814,1,0,M,0,484,0.0005
7244,MEGHARAJ SHIVAGOUDAPPA KHANAGOUDAR,30,BELGAUM,KARNATAKA,Independent,0,10th Pass,0,0.756,0.051,1,4,1,0.0143,2,0,M,0,667,0.0006
12901,MEGHNATH RAWANI,47,DHANBAD,JHARKHAND,Bahujan Samaj Party,0,Graduate Professional,3662000,0.6763,0.026,3,3,3,0.0284,4,0,M,0,4241,0.0034
8975,MEGHVAL BHIMJIBHAI BHIKHABHAI,60,KACHCHH,GUJARAT,Independent,0,10th Pass,0,0.7931,0.048,1,1,1,0.0045,1,0,M,0,5761,0.0056
12636,MEHABUB KHAN,34,MORENA,MADHYA PRADESH,Independent,0,8th Pass,2347615,0.7063,0.053,1,4,0,0.0943,4,0,M,0,661,0.0006
13788,MEHAR SINGH,53,MANDI,HIMACHAL PRADESH,Rashtriya Azad Manch,3,10th Pass,2500000,0.8378,0.007,1,2,1,0.0595,1,0,M,0,583,0.0006
10678,MEHBOOBA MUFTI,59,ANANTNAG,JAMMU AND KASHMIR,Jammu & Kashmir Peoples Democratic Party,1,Graduate Professional,8903857,0.6874,0.011,2,2,3,-0.2033,5,0,F,0,301,0.2444
7844,MEHBUBAR RAHMAN,46,DHUBRI,ASSAM,Republican Party of India (A),0,10th Pass,490400,0.7318,0.026,1,3,1,0.014,3,0,M,0,4250,0.0025
9970,MEHENDI IQBAL HASAN SAYYED,33,MUMBAI NORTH CENTRAL,MAHARASHTRA,Ambedkar National Congress,0,8th Pass,531200,0.8291,0.088,1,4,0,0.0047,4,0,M,0,261,0.0003
13078,MEIRA KUMAR,74,SASARAM,BIHAR,Indian National Congress,0,Post Graduate,475194636,0.6382,0.073,3,1,4,0.0181,7,0,F,1,329055,0.3376
6841,MEKALA SATHEESH REDDY,37,NALGONDA,TELANGANA,Janasena Party,0,Post Graduate,3471000,0.665,0.031,1,4,4,-0.0814,1,0,M,0,11288,0.0096
4862,MEKALA VENKANNA,33,NALGONDA,TELANGANA,Independent,0,10th Pass,52572,0.665,0.031,1,4,1,-0.0814,1,0,M,0,2010,0.0017
6670,MEKKONDA RAMREDDY,40,NIZAMABAD,TELANGANA,Independent,0,12th Pass,1220000,0.665,0.031,1,3,2,-0.0814,1,0,M,0,553,0.0005
7286,MELLEGATTI SHRIDEVI,41,BANGALORE CENTRAL,KARNATAKA,Uttama Prajaakeeya Party,0,Post Graduate,1629828,0.756,0.051,1,3,4,0.0143,2,0,F,0,4271,0.0036
12500,MENAKA RAMAN,38,MAHARAJGANJ,BIHAR,Independent,0,Graduate,6136034,0.6382,0.073,1,4,3,0.0181,7,0,F,0,6026,0.0062
6242,MENDEM SANTHOSH KUMAR,46,ELURU,ANDHRA PRADESH,Independent,0,Others,10000,0.674,0.046,1,3,0,0.0524,1,0,M,0,3010,0.0023
10927,MERAJ BI HUSAIN KHAN,49,DHULE,MAHARASHTRA,Independent,0,5th Pass,730000,0.8291,0.088,1,3,0,0.0047,4,0,F,0,533,0.0005
12902,MERAJ KHAN,40,DHANBAD,JHARKHAND,Samajwadi Party,3,12th Pass,3820260,0.6763,0.026,2,3,2,0.0284,4,0,M,0,1453,0.0012
6767,MERIGE SANTHOSH REDDY,36,MEDAK,TELANGANA,Pyramid Party of India,0,10th Pass,150000,0.665,0.031,1,4,1,-0.0814,1,0,M,0,1483,0.0013
5009,METTA RAMARAO,53,SRIKAKULAM,ANDHRA PRADESH,Janasena Party,0,Post Graduate,63385326,0.674,0.046,1,2,4,0.0524,1,0,M,0,31956,0.0276
10913,MEVATI HEENA YUSUFBHAI,45,DHULE,MAHARASHTRA,Bhartiya Kisan Party,0,Graduate,75000,0.8291,0.088,1,3,3,0.0047,4,0,F,0,895,0.0008
7949,MICHAEL RAYAPPAN S,56,TIRUNELVELI,TAMIL NADU,Independent,0,12th Pass,21134353,0.8033,0.072,1,2,2,-0.0173,1,0,M,0,62209,0.0598
12210,MIHIR CHANDRA MAHATO,43,DHANBAD,JHARKHAND,Ambedkarite Party of India,0,12th Pass,631000,0.6763,0.026,1,3,2,0.0284,4,0,M,0,3004,0.0024
7461,MIJANUL HAQUE,36,MURSHIDABAD,WEST BENGAL,Bahujan Samaj Party,0,12th Pass,1099000,0.7708,0.077,3,4,2,-0.0155,7,0,M,0,4521,0.0031
13446,MILAN MANDI,40,BANKURA,WEST BENGAL,Independent,5,12th Pass,290750,0.7708,0.077,1,3,2,-0.0155,7,0,M,0,14942,0.0109
4616,MILI ORAON,42,ALIPURDUARS,WEST BENGAL,Revolutionary Socialist Party,0,Post Graduate,2500283,0.7708,0.077,2,3,4,-0.0155,7,0,F,0,54010,0.0391
7994,MILIND BHAGURAM SALVI,61,RAIGAD,MAHARASHTRA,Bahujan Samaj Party,2,8th Pass,3960000,0.8291,0.088,3,1,0,0.0047,4,0,M,0,6356,0.0062
9963,MILIND KAMBLE,35,MUMBAI NORTH CENTRAL,MAHARASHTRA,Bharat Jan Aadhar Party,0,Graduate,2418110,0.8291,0.088,1,4,3,0.0047,4,0,M,0,488,0.0005
9845,MILIND KASHINATH KAMBLE,60,KALYAN,MAHARASHTRA,Bharat Jan Aadhar Party,0,Graduate,0,0.8291,0.088,1,1,3,0.0047,4,0,M,0,798,0.0009
